0,1,2
650180779650215940,2015-10-03 05:29:12,"Son of the great philosopher &amp; poet Allama Iqbal, Dr Javed Iqbal leaves behind a wealth of writings on Islam, philosophy and law."
650179458490609664,2015-10-03 05:23:57,"Grieved to learn of the passing of Dr Javed Iqbal, a jurist, scholar &amp; philosopher. His death is a great loss for Pakistan."
649544867522084865,2015-10-01 11:22:19,"I want all NA 122 voters, wherever they are, to come to Dungi gd Samnabad Lhr,Oct 4, &amp; stand up to support PTI's fight for truth &amp; justice."
649529339155910656,2015-10-01 10:20:36,"At PTI jalsa Sunday 4th Oct at Dungi ground Samnabad Lhr, 5.00 p.m, I will make startling new revelations about PMLN's mega corruption."
649526078088699904,2015-10-01 10:07:39,PMLN Govt continues to increase misery of ordinary people by consistently raising GST - latest being on diesel. Shameful &amp; condemnable
649152138682068992,2015-09-30 09:21:45,Big question is why the ECP has not moved to act against those responsible for the 53000 irregularities? Clearly because they were complicit
649151811169857536,2015-09-30 09:20:27,"There were 53000 irregularities out of 184000 votes in NA122.These not simply ""mistakes"" but rigging on massive scale - a planned conspiracy"
649150959596146688,2015-09-30 09:17:04,"Arrived in Lhr to begin NA122 campaign.My campaign all abt exposing complicity of ECP,PMLN,ROs &amp; Caretaker Govt in distorting public mandate"
648919539757920256,2015-09-29 17:57:29,A candid interview I gave to our SMT. #IKWithSMT https://t.co/o9NvlqmyT4
648776846494969856,2015-09-29 08:30:28,World Bank acknowledges change in KP: Innovating Against Odds: How a Province in Pakistan is Transforming Itself http://t.co/0QZ4He0WsL
648743433461350400,2015-09-29 06:17:42,My statement on the shocking but not surprising revelations of NEPRA Annual Report 2014-2015  http://t.co/Pw6KLj84lg
648702169143619584,2015-09-29 03:33:44,Today is the 214th URS of the great mystic poet Waris Shah. His poetry is a remarkable combination of romance and resistance.
648517875091685376,2015-09-28 15:21:24,PMLN govt gets poor response from global market revealing lack of investor confidence. A Umar gives PTI off position  http://t.co/JpYTyvUzBB
647255737123622913,2015-09-25 03:46:07,Wishing everyone a safe &amp; peaceful Eid.  Let us also remember the spirit of sacrifice &amp; devotion this day commemorates.
646977783781003264,2015-09-24 09:21:38,2/2 Praying for the injured in Mina stampede and for the safe return of all the Hajis.
646976837504139264,2015-09-24 09:17:52,Deeply saddened to learn of stampede at Mina resulting in 150 shaheed &amp; 400 injured. May Allah grant the martyrs a place in heaven.1/2
646763300408180736,2015-09-23 19:09:21,To well-wishers concerned over malicious gossip abt my marriage: things between RK &amp; me have never been as good as they are now.
646585263045525504,2015-09-23 07:21:54,I will campaign in NA 122. LHC has overruled ECP's undemocratic elec rule specifically made to keep me out of campaigning in bye- elections
646536693198098432,2015-09-23 04:08:54,I am shocked at a tv channel making slanderous statement abt my marriage. I strongly urge the media to desist from such  baseless statements
645960352639774720,2015-09-21 13:58:44,"Kaavan the elephant has been treated cruelly. Now unshackling him is not enough. He should be in a proper sanctuary,not ill-equipped Isl zoo"
645827897756749824,2015-09-21 05:12:24,2/2 Those responsible must immediately be held accountable for Rs 980 bn of public money embezzled &amp; misappropriated as revealed by AGP.
645827002490990592,2015-09-21 05:08:50,Astounding corruption revealed by AGP in audit of power sector 2012-2013. Muk muka hid this mega scam for 2 yrs &amp; sheltered the guilty. 1/2
645529734978269184,2015-09-20 09:27:36,"On int Alzheimer's Day, we stand with caregivers of ppl with dementia. To care for the elderly, KP govt building Pak's first Geriatric dept."
644769022198706176,2015-09-18 07:04:48,Salute bravery of Capt Asfandyar who led his troops to defeat terrorists' plans &amp; embraced martyrdom. Prayers for recovery of the injured.
644768351726661632,2015-09-18 07:02:08,Strongly condemn terrorist attack on Badaber air base &amp; cowardly act of killing 16 nimazis. Commend the quick response of the QRF.
644461905717895169,2015-09-17 10:44:26,KP Chamber of Comm held reception to acknowledge work of KP police which has led to business improving  &amp; investors returning to province.
644459693507747840,2015-09-17 10:35:39,KP police force has become a model police force &amp; a role model for the rest of the country to emulate.
644145215880560645,2015-09-16 13:46:01,Strongly condemn the murder of Ch Ghaffar PTI candidate in UC 124 (NA 122 Lhr). Shameful how police have taken no action to catch the killer
644143313176494080,2015-09-16 13:38:28,#SalmanAhmad collaborates with PeterGabriel for the music of the film #OpenYourEyes
644010285909454848,2015-09-16 04:49:51,"Defeating Karachi, which had a number of national players, to become T 20 Champions is a great achievement for the Peshawar team."
644009033125380096,2015-09-16 04:44:53,"Congratulations to the Peshawar 20/20 team. Once we further institutionalise cricket in KP, it will become the powerhouse of Pak cricket."
643116286931660800,2015-09-13 17:37:25,An interesting comment on why the US-led war on terror has not stemmed terrorism https://t.co/SH1vaBxYI2
642684289163784192,2015-09-12 13:00:49,Congratulations to Jeremy Corbyn on being elected as the new leader of UK's Labour Party.
642394640751026176,2015-09-11 17:49:52,Saddened to learn of the death of pilgrims as a result of the crane accident in Haram Sharif.Condolences &amp; prayers go to families of victims
642190411331559424,2015-09-11 04:18:20,67 years after Quaid-i-Azam's death we continue to stray away from his vision for Pakistan. Naya Pakistan will see that vision realised IA.
641560548455219200,2015-09-09 10:35:29,Shocking how journalists &amp; media being targeted in Khi. Strongly condemn this targeted terrorism ag journalists &amp; failure to catch killers
641312169003499521,2015-09-08 18:08:30,"All opp parties in Punjab have resolved to stop PMLN from rigging the bye- elections &amp; LG elec through PMLN mbr of ECP, as happened in 2013."
641307564450385921,2015-09-08 17:50:12,"It is unacceptable to have the media, including TV crew members being attacked when they are simply doing their job."
641292146339786752,2015-09-08 16:48:56,Strongly condemn police attack on doctors &amp; paramedics who were protesting peacefully; and on media which was just doing its reporting.
640563038806904833,2015-09-06 16:31:44,The constant false propaganda against Reham &amp; our family life is appalling &amp; against our traditional norms.Attacks against my wife must stop
640489556605829120,2015-09-06 11:39:44,Defence Day: We must honour all our heroes who fought for Pakistan's territorial integrity &amp; independence.
640241764477984768,2015-09-05 19:15:06,"2/2 But also, within a year, living standards in the rural areas, where 70 % of Pakistanis live, would have risen."
640241320343138304,2015-09-05 19:13:20,"instead of spending Rs150 b on Metros, had NS invested that amt to help neglected  small farmers, not only poverty wld have been reduced 1/2"
640240294005358592,2015-09-05 19:09:15,Record crowd at Hafizabad Kissan Convention Saturday. Farmers being crushed under rising costs &amp; falling returns http://t.co/wVj6oat6Co
640030210893594624,2015-09-05 05:14:28,An excellent article on the 2013 elections in the light of JC Report &amp; findings of NA 122 &amp; NA 154 Elec Tribunals http://t.co/gKQBUEMrsE
640021925905887233,2015-09-05 04:41:32,2/2 Pakistan hosted over 4 m refugees with far fewer resources &amp; far greater pressure on its environment than EU countries.
640019713838313473,2015-09-05 04:32:45,The one image of Aylan Kurdi's body washed ashore is the most stark &amp; cruel reminder of Europe's callousness towards refugees/migrants. 1/2
639740128429117440,2015-09-04 10:01:47,Today in SC CJ Jawad Khawaja &amp; Justice Dost Muhammad appreciated performance &amp; independence of KP Police in police reforms case.
639367038109020160,2015-09-03 09:19:15,We salute the brave KP police who lost 3 men as they fought criminals/terrorists in a search operation yesterday.
639357669971595265,2015-09-03 08:42:01,Jemima has always been supportive &amp; the idea that she would ever be behind any kind of smear campaign ag Reham is absurd as I told The Mail
639300163433947136,2015-09-03 04:53:31,Another step towards Naya Pakistan: KP govt moves towards zero carbon growth http://t.co/flAUcHcHOK
638912559832170496,2015-09-02 03:13:19,Saddened to hear of Hafeez Pirzada's death. Found him to be a remarkable lawyer. My prayers &amp; condolences to the family.
638788811489693697,2015-09-01 19:01:35,@aleemkhan_pti has challenged anyone to prove even 1 case of land grab ag him. Accusers shld come forward with proof or stop maligning him.
637892330318491648,2015-08-30 07:39:17,Why I chose Aleem Khan for NA 122 Insaf.pk: http://t.co/LSFAOXW6fg PTI Official: https://t.co/7HIZBsJt4C IK Oficial: https://t.co/7HIZBsJt4C
637298063283871744,2015-08-28 16:17:53,I welcome the news ECP may file reference against me bec then we can present more evidence we have of PMLN-ECP collusion in GE 2013 rigging.
637234085723799552,2015-08-28 12:03:39,Condemnable firing by Indian forces along Working Boundary killing 9 Pakistanis. Unfortunate that Modi govt unable to move towards peace.
637126270518562816,2015-08-28 04:55:14,"2/2 His only ""crime"", which resulted in his removal, was his support of merit principle &amp; refusal to admit kids of the powerful on sifarish."
637125179383005184,2015-08-28 04:50:54,"Shameful how principal of Aitchison College Dr Agha Ghanzanfar, illegally denied entry into the College despite being restored by Court. 1/2"
637124451750965249,2015-08-28 04:48:01,Justice Kazim was acceptable to ECP when he gave 30 verdicts in favour of PMLN. This PMLN-bias of ECP is condemnable.
637123875910774784,2015-08-28 04:45:43,There should be no doubt now about ECP's bias after its decision not to extend  contracts of Kazim Malik &amp; Rana Zahid after verdicts ag PMLN
637122777665765376,2015-08-28 04:41:22,Today is the Urs of the great Sufi poet Baba Bulleh Shah. He is part of the great Sufi inspirational heritage of our region.
637120495649841152,2015-08-28 04:32:17,We welcome Brahamdagh Bugti's offer of talks with govt. This is great news for Federation: to resolve issues through talks rather than force
636951327759667200,2015-08-27 17:20:05,I have challenged  Nawaz Sharif to contest against me in NA 122. We will know whether Lahore belonged to PTI but was rigged in PMLN's favour
636503438717796352,2015-08-26 11:40:20,"JKT's long, arduous &amp; determined struggle for justice in NA 154 vindicated by verdict of Election Tribunal in his favour. Congratulations."
636417211389751296,2015-08-26 05:57:41,"Enjoyed Ali Zafar's ""Rockstar"". He is one of the biggest supporters of SKMT."
636248150852792320,2015-08-25 18:45:54,"PTI, in contrast, accepted the JC report with dignity even though the verdict did not reflect the findings."
636247384654114816,2015-08-25 18:42:52,Attacks on Kazim Ali Malik by PMLN ministers is not surprising given PMLN's past record. They attacked SC under CJ Sajad Ali Shah!
636246662093017089,2015-08-25 18:39:59,It is shameful how PMLN ministers are threatening Kazim Ali Malik for giving a judgement against Ayaz Sadiq based on hard facts.
636246417980284929,2015-08-25 18:39:01,I was right to demand Nawaz Sharif's resignation as a necessary factor to get justice in GE 2013 inquiry
636245830261972992,2015-08-25 18:36:41,Rana Sanaullah's false accusation that Kazim Malik was refused ticket for son is admission of PMLN using pressure+bribes to fix elec results
636245292950556672,2015-08-25 18:34:33,"In his NA 122 judgement, Kazim Ali Malik states how he had to struggle against demands of doctrine of necessity to stand for truth &amp; justice"
636245057297780736,2015-08-25 18:33:37,NA 122 ET judge Kazim A Malik has stated on TV he is being threatened by PMLN; which shows how ET judges have been under pressure from PMLN
635884188550299648,2015-08-24 18:39:39,Senate Defence Committee visited KP &amp; saw working of KP Police Dept. They saw it as a role model for other provinces. http://t.co/YTMfkwDYA7
635714527057698816,2015-08-24 07:25:28,Congratulations to O level student Shahmir Aizaz for getting second prize in NASA Ames Space Settlement Design Contest 2015.
635707605109895168,2015-08-24 06:57:58,Why I called for removal of NADRA chief. Page18 of #NA122 Report leaves no room for Chairman NADRA to continue. http://t.co/Z2fENa43kI
635396515868094464,2015-08-23 10:21:49,http://t.co/cf6gD24O9x
635108614156349440,2015-08-22 15:17:48,"I want to thank all our supporters, esp our youth &amp; women, who stood resolutely by me throughout struggle for justice &amp; ag rigging in GE '13"
635107825937616896,2015-08-22 15:14:40,Am grateful to Allah for giving me the strength &amp; perseverance to fight for justice against al odds.NA 122 ET decision is victory for Insaf.
634970030615085056,2015-08-22 06:07:07,"We fully support Kissan dharna &amp; their demands. India provides better seeds, subsidised fertiliser &amp; cheap elec for tubewells for farmers."
634605575637078016,2015-08-21 05:58:54,Want to congratulate Waqas Abbasi from Mirpur Mathelo for winning 3rd position in the global Microsoft competition. Our youth are our future
633646989733924864,2015-08-18 14:29:49,RT @RehamKhan1: Khan &amp; I have the same goal to see Pakistan prosper. He pursues it via a political party &amp; I work voluntarily for educating…
633603420742623232,2015-08-18 11:36:41,Strongly condemn the attack on MQM MNA Rasheed Godil. Praying for his life. LEAs must catch &amp; expose the perpetrators speedily.
633494502112522240,2015-08-18 04:23:53,"In NA 246 bye election, I insisted Reham come to Khi &amp; visit NA 246. We wanted to challenge the fear factor &amp; get women voters out to vote."
633490380193861634,2015-08-18 04:07:30,"Reham Khan already has too much on her plate, esp working with street children. In future, she will not attend any PTI function/event."
633489996226232320,2015-08-18 04:05:59,2/2 Because only when people are politicised can they fight effectively for their rights &amp; against injustice.
633489709340033025,2015-08-18 04:04:51,"However, Reham is politicised. One of the great achievements of our dharna was to make our women &amp; youth politicised 1/2"
633488989874339840,2015-08-18 04:01:59,Reham Khan will not contest elections on a PTI ticket.
633488808646848512,2015-08-18 04:01:16,"PTI is opposed to all forms of nepotism. Reham Khan will hold no party position, no position in KP; nor will be given any official protocol"
633486811512176641,2015-08-18 03:53:20,"For the record, Reham has only attended PTI functions at the constant insistence of PTI members, especially the women."
633486350214299649,2015-08-18 03:51:30,I am appalled &amp; disgusted by attacks on Reham after our loss in NA 19 elec. She only went to campaign there on insistence of the candidate.
633368352224772097,2015-08-17 20:02:37,With shaheed Shuja Khanzada in Peshawar in 1996 when I visited to set up PTI in the province. http://t.co/VUyeaujx2O
632914039404892160,2015-08-16 13:57:20,Out of respect for shaheed Shuja Khanzada PTI will not put up a candidate for the bye election in his constituency.
632848345883480064,2015-08-16 09:36:18,Grieved to learn of Shuja Khanzada's martyrdom. He was one of the founding mbrs of PTI &amp; travelled with me in the early days galvanising ppl
632828458410704901,2015-08-16 08:17:16,PTI stands with the nation against all acts of terrorism.
632828309416513538,2015-08-16 08:16:41,"Strongly condemn the suicide attack on Punjab Home Minister's Dera. Praying for the survivors &amp;  those still under the rubble, incl the Min."
632639328959623168,2015-08-15 19:45:44,"Sad to learn of Gen Hameed Gul's death. Whether one agreed with his views or not, he was a patriot. Condolences &amp; prayers go to the family."
632108016217681920,2015-08-14 08:34:29,3/3 How can victims of Kasur child sex abuse expect justice from a criminal ruling elite? This elite will always deny justice to the poor.
632106343130763264,2015-08-14 08:27:50,"2/3 When politicians proudly admit they are criminals, the status quo will continue to further a culture of corruption, nepotism &amp; mafias"
632105628635303936,2015-08-14 08:25:00,NA 19 PML-N Candidate Admits He Comes From Family of Dacoits and Bandits &amp; they remain so! https://t.co/G6bpLkTaYS 1/3
632062615120777216,2015-08-14 05:34:05,Remember we will only lose our goal of achieving Naya Pakistan if we give up.
632061936549564416,2015-08-14 05:31:23,"2/2 Despite all the resistance from the status quo, we are on our way to realising the dream of Naya Pak - Quaid's Pakistan."
632061118354096132,2015-08-14 05:28:08,"14 Aug Indpendence Day greetings to all Pakistanis. But the struggle to establish a just society, must continue. 1/2"
631439878354546688,2015-08-12 12:19:33,A tale of 2 resignations: One to investigate an election where all parties claimed election was rigged; &amp; the other to save target killers.
631350361106702337,2015-08-12 06:23:50,"Birthday greetings to a legendary scholar, Ibrahim Joyo, on turning 100. Our scholars  knowledge is a valuable asset for our youth."
630953259767853057,2015-08-11 04:05:54,"Minorities' Rights Day. PTI is committed to fulfilling Quaid's vision of Pakistan where ""we are equal citizens of one state..."" (11Aug '47)"
630038043374649344,2015-08-08 15:29:09,PTI will pursue this issue of child abuse in Parliament.
630013844283224065,2015-08-08 13:53:00,"3/3 If we cannot protect our children &amp; instead police protect perpetrators of abuse, then we are becoming an inhumane &amp; depraved society."
630012959624855553,2015-08-08 13:49:29,2/3 Local politicians &amp; police involved in silencing protesters. We strongly condemn these horrific acts of child abuse &amp; police complicity.
630012149633564672,2015-08-08 13:46:16,"Shocked at the news about 280 children in Kasur, most under 14 yrs, sexually abused &amp; filmed &amp; their families blackmailed for money. 1/3"
629946435220414464,2015-08-08 09:25:08,A similar camp is planned for those areas of KP in winter where. They have 3-month winter vacations. Proud to see KP govt being innovative.
629945836747796485,2015-08-08 09:22:45,Excellent initiative of KP govt &amp; student/teacher volunteers from all over Pak for Summer Camp in KP govt schools. Tremendous response. 1/2
628897858490531840,2015-08-05 11:58:28,I am glad to know Wasim Akram is safe.
628894539609014272,2015-08-05 11:45:17,I strongly condemn the firing on Wasim Akram's car in Karachi.
628891182953684992,2015-08-05 11:31:56,"""It takes many good deeds to build a good reputation, and only one bad one to lose it."" Benjamin Franklin"
628639254361452546,2015-08-04 18:50:52,Today was Youm-i-shuhada to pay tribute to our brave KP police who gave their lives fighting terrorists.We will never forget their sacrifice
627891747402551296,2015-08-02 17:20:32,UK govt must stop allowing its territory to be used by its citizen Altaf Hussain to advocate violence &amp; external intervention against Pak
627890582380122112,2015-08-02 17:15:55,This proves the MQM-RAW link. The state &amp; govt must immediately act against this MQM attack on Pakistan &amp; its state institutions.
627889924348317696,2015-08-02 17:13:18,Strongly condemn Altaf Hussain's letter to UN seeking external intervention in our affairs &amp; his invitation to India to intervene in Karachi
627190622231760899,2015-07-31 18:54:31,2/2 PMLN wasn't willing to open even 4 halqas despite all pol parties &amp; leaders saying GE 2013 was most rigged election in our history.
627189311570468864,2015-07-31 18:49:19,"While PTI immed offered reelection in KP LG elections &amp; opposition backtracked,because PTI knew it had nothing to fear; 1/2"
627181762905378816,2015-07-31 18:19:19,"Congratulations to PTI KP for its success in LG reelections, where it won largest no of seats. Proves continuing popularity of PTI in KP"
627110660678094848,2015-07-31 13:36:47,Congratulations to KP govt for approving the whistleblowers law - another major step forward in the fight against corruption.
627094836735139840,2015-07-31 12:33:54,My statement on CDA action against I-11 Katchi Abadi http://t.co/4XrO83X6v7
627051195840892928,2015-07-31 09:40:29,"There may be genuine kabza &amp; security issues, but leaving families shelterless &amp; bulldozing their few possessions is not the solution."
627050357214973952,2015-07-31 09:37:09,The destruction of the I 11 katchi Abadi through brute force &amp; with no alternate living accomodation for ppl is simply inhumane.
626728501396123650,2015-07-30 12:18:13,"I have asked CEC to take action, as he is empowered, against those ROs/ECP officials involved in GE 2013 exposed by JC in its Report."
626727967545110528,2015-07-30 12:16:06,My letter to CEC Justice (Retd) Sardar Muhammad Raza  http://t.co/mareaiN52y
625561192673755136,2015-07-27 06:59:45,"(Cont) "" If you... Will do this ... As individuals, men &amp; women, you will change the earth."" William Faulkner (1951)"
625557846629810176,2015-07-27 06:46:27,"""Never be afraid to raise your voice for honesty &amp; truth &amp; compassion, against injustice &amp; lying &amp; greed... (Cont)"
625204072132427780,2015-07-26 07:20:41,Saddened by deaths caused by floods in Chitral. My worry is that the rain forecast for coming week could cause greater devastation.
625192666196619264,2015-07-26 06:35:21,"2/2 My instinct, developed through my life's experience, says the nation will see positive impact of JC findings on Pak's elec system v soon"
625191813603692546,2015-07-26 06:31:58,I have always believed that hard work is never wasted. We have taken a giant step towards Naya Pakistan. 1/2
625190796145266689,2015-07-26 06:27:55,"2/2 Thanks also go to our PTI lawyers &amp; volunteers, esp Ishaq Khakwani, for putting in marathon hours of work with unflinching commitment."
625190252471193600,2015-07-26 06:25:46,"At the same time, I want to thank Pirzada's team, esp Sikandar, for their hard work &amp; passion. 1/2"
625188327000424449,2015-07-26 06:18:07,2/2 I have the greatest respect &amp; admiration for him &amp; the heroic way he fought PTI's case before the Judicial Commission.
625188058485252096,2015-07-26 06:17:03,I want to request everyone to pray for Hafeezuddin Pirzada who is in hospital in a critical condition. 1/2
624155739041435648,2015-07-23 09:54:59,The JC was formed as a result of agreement between PTI &amp; PMLN govt. There are 2 parties in the case. Why have we not received the JC Report?
623853433049649152,2015-07-22 13:53:43,I call upon all PTI  workers across the country to participate fully in the flood relief efforts.
623790365594685440,2015-07-22 09:43:07,"In Peshawar for dua with parents of APS students and then, weather permitting, will be going to Chitral in the afternoon."
623392794996965377,2015-07-21 07:23:19,"Saddened to hear of the death of renowned Pashto writer, critic and scholar Professor Raj Wali Shah Khattak."
623392230905020417,2015-07-21 07:21:04,I have asked the KP Adminstration to announce an emergency in wake of Chitral floods and extend all help to the affectees immediately.
623375953654362112,2015-07-21 06:16:23,My FB page crossed 4 m likes. I want to congratulate our social media team for their dedicated work in achieving this target.
622076222504222721,2015-07-17 16:11:43,Also we must remember &amp; pray for the IDPs this Eid. May they all return safely to their homes soon.
622075627676381184,2015-07-17 16:09:21,Remembering the APS victims with a special prayer for their families for whom it will be the first Eid without their loved ones.
622075251757723648,2015-07-17 16:07:52,Wishing Muslims across the world a safe and peaceful Eid.
621986399256850433,2015-07-17 10:14:48,Changing #KARACHI together! Download https://t.co/YibWWXmcVu (Android only) -Register as Membership Razakar! Login to make new members
621966082291691520,2015-07-17 08:54:04,Because of the weather our flight to Bannu has been cancelled. Sadly we will not be able to celebrate Eid with the IDPs.
621770639297388544,2015-07-16 19:57:27,InshaAllah we will celebrate Eid with the IDPs in Bannu today. Pakistan can never forget their sacrifices for the nation.
621353198461304832,2015-07-15 16:18:41,Want to thank Sialkot for their generosity which raised Rs 5 crores for SKMT zakat fund at today's iftar.
620968766839595008,2015-07-14 14:51:05,We welcome the Iran nuclear agreement.It will allow lifting of sanctions against Iran &amp; is the correct direction in nuclear nonproliferation
620955599552028672,2015-07-14 13:58:46,We stand with the tail end farmers of Sindh who are protesting against the illegal outlets made by influentials &amp; shortage of water.
620954158569492480,2015-07-14 13:53:02,"""If you don't stand for something, you will fall for anything."" - Malcolm X"
620896920312090624,2015-07-14 10:05:36,Reformed KP police under PTI govt http://t.co/thz35FILN2
620892524966735872,2015-07-14 09:48:08,"Both hockey &amp; cricket set ups need to become institutions free of any political influence, as happens in all successful sporting countries."
620892186566107136,2015-07-14 09:46:47,Cricket in Pak damaged by political appointees rewarded for services rendered to PMLN in the elections.
620891869644517376,2015-07-14 09:45:31,We are seeing the sad demise of Pakistan hockey thanks to destruction of merit &amp; politicisation of those who run our hockey affairs.
620891083074088961,2015-07-14 09:42:24,"From where did Sharifs pay Rs 3 billion extra, when their declared assets to ECP in 2013 were NS Rs 1.824 b &amp; SS Rs 142.2 m?"
620881790920716288,2015-07-14 09:05:29,Shahbaz Sharif admits he paid back loans in Dec '14 of Rs 5.24 b. How was a defaulter allowed to contest 2013 elections?
620632148232564736,2015-07-13 16:33:29,"1st forest has been adopted by Mr &amp; Mrs Haideri, around KP side of Margallas. Each adopted forest will have name plaque of those adopting it"
620630957591273473,2015-07-13 16:28:45,"KP has begun an ""adopt a forest"" prog where a bloc of 5000 kanals of forest can be adopted for Rs 20 lakhs - to be nurtured &amp; guarded."
620630369881210884,2015-07-13 16:26:25,KP Ehtesab Comm will take up case against powerful timber mafia which has caused loss of Rs 200 b thru illegal tree cutting over last 10 yrs
620629782859005952,2015-07-13 16:24:05,"Reason for high survival rate was active involvement of local communities. They set up nurseries &amp; locals were hired as ""nigehbans"" (guards)"
620629208897880064,2015-07-13 16:21:48,Visited Mansehra today &amp; visited reforestation area where we had begun tree plantation Tsunami a yr ago. Impressed to find 95% survival rate
620279712024281088,2015-07-12 17:13:02,I want to thank the people of Pakistan for their generosity which has been reflected in all the fund raisers for SKMT &amp; Namal College.
620279268514340865,2015-07-12 17:11:16,SKMT set a record for zakat collection at today's Iftar fund raiser which raised Rs 9 crores in an hour.
620204876849643520,2015-07-12 12:15:40,"KP living up to PTI's environment commitments ""Earthly matters: KP’s creeping green revolution"" http://t.co/QmjuzpO6Hb"
619572305933508608,2015-07-10 18:22:03,"Saddened on hearing of actor Omar Sharif's death. Dr Zhivago, the classic, was one of my favourite films."
619475618846130176,2015-07-10 11:57:51,2/2 &amp; this list of 150 people does not include the really Big names. Muk Muka is sustaining corruption.
619475012496527360,2015-07-10 11:55:26,"In contrast to KP's independent robust Ehtesab Commission, Centre's Muk Muka NAB cannot get back over Rs 50 b from 150 ppl on its list 1/2"
619456642673967104,2015-07-10 10:42:27,2/2 In contrast PTI's KP govt is actively fighting corruption http://t.co/Q3fCnNT81a
619452831112806400,2015-07-10 10:27:18,"The rot begins from the top. Hamza Sharif teaching kids ""corruption happens"" in Pakistan http://t.co/Garz5PGm1Y. 1/2"
619442536650833920,2015-07-10 09:46:24,"What Iqbal had to say on a ruler's ""hunger"": http://t.co/vf6ucIdwYc"
619256594593902593,2015-07-09 21:27:32,"Saddened by the death of Prince SaudAlFaisal, son of late King Faisal of Saudi Arabia. Pakistan has lost a good friend."
618741820047142912,2015-07-08 11:22:00,"Ironic how I was attacked for suggesting peace talks &amp; now Pak is hosting, with US approval, talks between Afghan govt &amp; Taliban in Pak."
618739764733214720,2015-07-08 11:13:50,On 19 March I had suggested the need for Pak to play Younus and Yasir but they were both dropped at the time  https://t.co/1fY0ZWmEw4
618717494996533249,2015-07-08 09:45:20,Want to congratulate Pakistan team on its historic win against Sri Lanka. Specially commend Younus &amp; Yasir.
618716220221726721,2015-07-08 09:40:16,Why we need to be serious about climate change http://t.co/cQvfG4pq0F
617829884799381505,2015-07-05 22:58:17,Our legal team has already provided evidence in JC that 71 NA halqas of Noon were punctured with Additional ballot papers &amp; missing Form15s.
617829240822743040,2015-07-05 22:55:44,3/3 This will not be allowed to happen as we cannot deprive KP citizens of decent medical care which was the cornerstone of our Manifesto.
617828853843628032,2015-07-05 22:54:12,2/3 But a small group of a doctors' mafia is trying to stop the KP govt from implementing hospital reforms.
617828693994553344,2015-07-05 22:53:34,The medical profession is a nobel profession &amp; I have the greatest respect for doctors &amp; nurses. 1/3
617827422268993536,2015-07-05 22:48:30,Raised Rs 70 million at SKMT Iftar last night. Want to thank all the donors. Broke record of last year's zakat collection.
617368156533862401,2015-07-04 16:23:33,Saddened by the passing away of a great novelist and renowned scholar Abdullah Hussain in Lahore.
617365798596820993,2015-07-04 16:14:11,"4000 MW hydro potential in KP using flow of the rivers.Fed govt should invest in cheap,clean hydro power instead of mega projects like Metro"
617297313942237184,2015-07-04 11:42:03,Another step towards Change IA: Inauguration of 49 MW hydel power station in Dir &amp; a medical college. Energy &amp; education for remote KP areas
616778737581989888,2015-07-03 01:21:24,I will pursue this case to the very end and expose how Punjab government is using its police for political victimisation.
616778059174281216,2015-07-03 01:18:43,Shameful how Shahbaz Sharif had the gall to call my sister when he is responsible for turning Punjab police into a monster force.
616777998365233152,2015-07-03 01:18:28,2/2 They would never have said they were my nephews as they have not done that ever in the past.
616777868132098048,2015-07-03 01:17:57,My nephews grew up in front of me &amp; are 2 of the most polite &amp; decent youngsters.Am proud of  the way their parents have brought them up.1/2
616777587315109889,2015-07-03 01:16:50,Strange how media also arrived immed on scene. Clearly it was a set up.Footage of the boys showed again how Punjab police have become Gullus
616777105607655424,2015-07-03 01:14:55,Since when has Punjab police beaten &amp; tortured people for traffic offence?My nephews were meted out this treatment because of who they are.
616632406842474496,2015-07-02 15:39:56,"On 35 punctures, Nadeem Malik's show tonight, on Samaa TV, provided authentication by Murtaza Pooya &amp; Dr Ejaz."
616632057528209408,2015-07-02 15:38:33,"Instead of new mega projects, govt should first invest in existing infrastructure stability &amp; safety measures so precious lives are not lost"
616631387504963584,2015-07-02 15:35:53,"Shocked &amp; grieved by Gujranwala train accident. Callousness of railway authorities not to check old bridge, which has led to loss of lives."
616229201830637568,2015-07-01 12:57:45,"Grateful to SKMT donors from Islamabad, who contributed more than Rs 6 crores at the fundraising Iftar yesterday."
615934544143904768,2015-06-30 17:26:53,"Whatever the decision of the JC, Pakistan's democracy will be strengthened. The nation must thank all those who toiled 126 days in dharna."
615934180627750912,2015-06-30 17:25:26,"History being made in Pak as, for the first time, the whole shambolic, disorganised &amp; flawed electoral process is being exposed in the JC."
615847633781919744,2015-06-30 11:41:32,Fake Form 15s submitted to the JC by the ECP. Glaring discrepancies across the board.
615846807999016960,2015-06-30 11:38:15,"Massive fraud conducted by ROs in Punjab stands proven as glaring mistakes come to light in Form 15s, most of which are missing."
615846281001463812,2015-06-30 11:36:09,ECP's erratic &amp; misleading behaviour now stands exposed as the ROs make conflicting statements.
615598765458722816,2015-06-29 19:12:37,Determination by JC that GE 2013 was not conducted according to the law &amp; Constitution would render other two questions meaningless.
615598061583224832,2015-06-29 19:09:49,We have sufficiently established before JC that GE 2013 was not conducted by the ECP in accordance with the law &amp; Constitution.
615525508202254336,2015-06-29 14:21:31,"So grateful to Allah for a safe landing of our helicopter. InshaAllah, Allah will protect me so I can build Naya Pakistan."
